id_monitoreo_ruta,id_despacho,ubicacion_actual,velocidad,temperatura_carga,combustible_restante,estado_compartimento,timestamp_registro,distancia_recorrida,tiempo_transcurrido
1bce7dee-292f-424b-a113-f2d4360d3ce6,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.630072,-76.501522)",93.68,-0.0,49.33,cerrado,2025-04-30T21:30:29.714991,484.47,3:32:00
02744298-8ad4-4315-8d67-20bd91be1b09,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.732662,-76.853093)",91.87,5.0,97.72,abierto,2025-04-29T13:26:29.714991,321.0,8:54:00
3c501271-aa0d-49a8-a08f-cf0205191114,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.627221,-76.169495)",21.89,8.6,68.41,abierto,2025-04-30T01:33:29.714991,151.38,7:51:00
b4964133-5011-45bb-8a5d-8c498a87a275,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.54271,-76.441031)",58.01,-8.7,76.85,abierto,2025-04-29T10:42:29.714991,72.6,9:45:00
be25c7c3-e139-46f8-af3a-c1a86cd71f3c,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.566286,-76.827151)",1.78,6.3,37.59,cerrado,2025-05-02T14:01:29.714991,184.36,5:43:00
c96dbe8a-e0c8-4b3b-86ff-69ab79a39559,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.104739,-76.70539)",53.48,6.8,10.72,cerrado,2025-04-30T12:27:29.714991,437.47,6:27:00
a9ed828d-c4f6-4df7-843b-870b135fea72,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.13078,-76.105815)",54.37,-0.1,27.94,cerrado,2025-04-30T17:56:29.714991,423.64,7:17:00
23b4ef76-a61e-4a7b-8199-69d44dbc84ec,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.226944,-76.71959)",92.49,-3.8,90.41,abierto,2025-05-02T05:03:29.714991,189.05,7:22:00
07aa07fb-8647-496e-8596-3c4832ff7a5b,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.451435,-76.448568)",37.63,8.5,14.16,abierto,2025-05-01T05:25:29.714991,488.53,1:43:00
66dac2cb-c1c8-477b-8c28-49f6e19a6f09,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.24139,-76.200871)",35.29,6.3,49.99,abierto,2025-04-29T08:27:29.714991,120.58,9:05:00
cde0bd8e-c0d4-475c-a17b-47181c11945d,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.497778,-76.421795)",83.5,-1.5,10.95,abierto,2025-05-03T09:14:29.714991,40.4,0:17:00
256d62a9-f832-4549-8b10-a10d1c739f45,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.050835,-76.89219)",6.45,5.3,54.08,abierto,2025-04-29T11:51:29.714991,289.96,9:35:00
e99bdf0e-d5d8-4be8-892f-a4cd4fa7bf16,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.830889,-76.53558)",45.39,3.4,19.95,abierto,2025-05-03T20:51:29.714991,218.55,2:14:00
4823c2fa-69ee-495e-9f54-6c48ec658e40,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.632544,-76.42132)",62.02,-3.9,91.14,cerrado,2025-05-04T17:04:29.714991,252.23,7:21:00
33c84545-2f28-456e-abb7-6f6a9bbf0e00,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.069307,-76.339115)",41.91,-8.1,56.44,cerrado,2025-04-30T01:23:29.714991,392.99,7:02:00
c045f1cb-fe6f-4245-8c93-6dc01c544497,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.805207,-76.759484)",119.11,-8.6,79.31,abierto,2025-05-02T21:54:29.715992,368.19,1:37:00
c414b64c-5d9d-4896-a424-93a50273741b,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.601106,-76.202605)",81.68,-6.3,49.44,abierto,2025-04-30T14:30:29.715992,386.82,6:53:00
847172fa-299f-4a81-a365-70e73193ac29,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.468334,-76.637739)",109.71,-4.0,34.83,abierto,2025-04-29T06:56:29.715992,498.41,8:00:00
293fa2fd-3ed6-4bfa-a00f-b91834919d93,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.242163,-76.172546)",10.4,4.2,2.48,cerrado,2025-05-01T13:22:29.715992,121.39,2:15:00
6b231ab8-ef54-415b-b3f5-01b8f03b51fe,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.207275,-76.568487)",8.94,4.7,58.2,abierto,2025-05-03T11:22:29.715992,92.29,2:25:00
bfda386f-f70c-4e62-95ba-633124196356,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.089595,-76.126035)",15.44,-0.4,90.15,cerrado,2025-05-04T16:20:29.715992,225.51,2:43:00
0562bc2d-334e-4e06-8c1b-55f98f98015c,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.210315,-76.866816)",107.37,2.8,0.2,cerrado,2025-04-29T17:25:29.715992,480.88,5:40:00
663d4e62-5d51-4df8-ba5a-cda9c6175988,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.293929,-76.048869)",114.77,6.9,91.2,abierto,2025-05-01T09:17:29.715992,249.74,6:43:00
897affa8-327b-4057-bc51-a03fe97c70bf,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.43151,-76.440558)",18.32,-1.0,94.13,abierto,2025-04-30T17:55:29.715992,254.35,9:25:00
3c143fa1-2b59-4b3d-9a46-af548f69741c,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.515047,-76.227774)",29.27,4.9,46.28,cerrado,2025-04-28T12:47:29.715992,372.37,5:37:00
ca419068-a2e1-40ee-aefd-6e3d30a6f479,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.032305,-76.963292)",98.94,9.3,44.46,cerrado,2025-05-04T07:42:29.715992,192.41,7:30:00
e2b8c998-dbca-48b2-b1a4-744f10f22965,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.692496,-76.807337)",54.77,2.7,87.4,abierto,2025-05-03T22:38:29.715992,191.51,5:04:00
6db4b972-f9d3-44b8-8649-590291ca68a0,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.846406,-76.460802)",92.7,0.8,53.29,abierto,2025-05-01T09:42:29.715992,38.23,9:23:00
7e83aea9-84c5-4625-94da-3ecf8c9ce794,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.174284,-76.459434)",56.82,-3.3,89.89,cerrado,2025-04-30T10:00:29.715992,198.96,6:31:00
268f39c3-c8d6-4308-96c3-806542148aa8,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.891985,-76.457017)",75.54,-3.3,74.26,abierto,2025-04-29T08:14:29.715992,476.69,9:04:00
47d93eca-4d6f-43bd-acda-868d672d0e9b,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.673093,-76.251164)",44.31,6.7,52.51,abierto,2025-05-01T15:21:29.715992,124.01,6:20:00
33dfd4a8-85d6-457d-9052-a15c1e21dd45,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.99604,-76.466531)",108.68,2.6,53.32,cerrado,2025-04-28T12:26:29.715992,406.1,8:20:00
c103ffb0-bb04-44b8-8734-1b0103fe7db5,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.66099,-76.844033)",3.23,-2.1,31.76,cerrado,2025-04-29T22:44:29.715992,48.08,0:24:00
0c6104df-664b-4a90-bc09-3e40f8064a57,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.337744,-76.754403)",7.08,1.3,93.88,cerrado,2025-05-03T12:22:29.715992,27.82,1:09:00
9d37dcc6-1d91-4708-9181-ab16f4ae053f,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.988702,-76.008475)",119.5,1.9,14.04,abierto,2025-05-04T08:53:29.715992,155.66,9:51:00
25281e23-0abf-4f4e-8c60-5512bf991e9b,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.605545,-76.593703)",115.99,-7.1,50.12,cerrado,2025-05-02T12:17:29.715992,471.56,0:31:00
0fa1a55a-9a56-44d6-a451-12ba63b2ff74,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.868123,-76.220493)",4.47,-9.1,43.64,cerrado,2025-05-02T01:47:29.715992,97.72,5:31:00
d0e3728f-8e9e-481f-97f5-12a2c3f77e12,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.636445,-76.221119)",36.72,5.3,50.77,cerrado,2025-05-01T02:16:29.715992,118.06,4:26:00
67442e31-6140-4792-939b-ee68687994fe,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.725413,-76.680024)",40.69,-2.0,25.38,cerrado,2025-04-29T13:18:29.715992,204.8,0:25:00
e0534724-b459-448f-9dd2-3ff494dc4060,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.553379,-76.229983)",114.03,-3.9,95.03,cerrado,2025-05-03T21:01:29.715992,393.28,5:46:00
cd20fb2a-e16a-4c82-be0b-b8746e6cd139,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.531654,-76.553327)",77.03,9.6,48.93,cerrado,2025-04-29T11:27:29.715992,4.37,9:59:00
c36b7f59-eb7a-423d-9173-49be546ae797,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.518406,-76.878694)",38.27,-7.7,42.77,abierto,2025-05-01T08:53:29.715992,374.94,4:47:00
e842dfd4-4e76-4f9d-9f83-27c0c4e63b81,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.437436,-76.777575)",97.32,-7.1,46.88,cerrado,2025-04-28T21:16:29.715992,330.48,9:59:00
cbe1b87e-a4eb-47ff-97f7-fe7672ae0d44,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.873597,-76.600447)",17.87,3.3,72.74,cerrado,2025-05-02T23:58:29.715992,166.26,1:53:00
ebcebb9d-5d6f-4957-ac09-2509b9bb958e,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.607685,-76.406997)",102.3,1.8,2.36,abierto,2025-04-30T03:52:29.715992,361.12,6:36:00
e2eebc48-6212-41ff-af2a-50e0ceecbc8f,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.969047,-76.619252)",59.32,7.1,94.25,cerrado,2025-04-29T12:47:29.715992,301.87,3:16:00
d5176afa-c9f6-4145-a289-e2e4060b8f08,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.241499,-76.963483)",36.79,2.3,80.76,cerrado,2025-04-30T07:05:29.715992,96.99,2:50:00
d5ef5799-c34b-480d-a885-e62bc1fc196b,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.710143,-76.106455)",62.13,8.1,61.52,cerrado,2025-04-30T03:15:29.715992,80.19,1:02:00
5cd0ea50-95d9-4b2e-bd5a-9c6fd394478d,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.64588,-76.344048)",49.98,-7.7,4.82,abierto,2025-04-28T09:46:29.715992,98.03,0:43:00
883fb41d-bad0-44b7-b1ba-a32e036b21de,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.685923,-76.125815)",85.17,-9.4,17.55,cerrado,2025-05-01T02:28:29.715992,255.19,9:02:00
b1e4866d-0625-401c-9db2-2aaee353ce62,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.752138,-76.316605)",30.26,-7.3,42.63,cerrado,2025-04-28T01:09:29.715992,348.54,2:39:00
c53ff5e2-e67c-47d4-a2b1-f59d3e573353,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.698824,-76.346404)",6.09,-9.7,80.07,cerrado,2025-05-01T08:15:29.715992,187.37,3:03:00
310e7210-6aaa-441d-98ab-5b5f38f727ce,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.047973,-76.505763)",7.21,-2.0,62.11,abierto,2025-05-04T09:48:29.715992,409.97,6:18:00
3870510c-798b-4545-b540-c2003cde69c1,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.125029,-76.060854)",68.13,0.7,94.28,cerrado,2025-04-29T21:33:29.715992,280.13,8:10:00
c5987bc9-c798-48a6-ab08-4ee970b18ce4,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.892294,-76.040846)",112.09,7.6,72.56,abierto,2025-05-03T21:21:29.715992,12.58,1:46:00
caaa9688-17e1-4519-b8de-9c225d020629,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.549357,-76.576224)",109.53,2.8,28.7,abierto,2025-04-30T11:23:29.715992,166.76,8:19:00
1ce99b59-6665-473c-b192-269baded9e51,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.768444,-76.445711)",119.52,7.0,4.25,cerrado,2025-05-03T20:36:29.715992,464.04,8:22:00
626ba760-db0f-4d27-a12f-bb0b9358af75,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.63619,-76.096532)",83.64,-4.2,24.8,abierto,2025-04-28T09:59:29.715992,308.93,4:04:00
cff4a349-c23e-4bdf-b2e4-1c2885bea0c1,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.538843,-76.515005)",98.4,-6.4,81.73,abierto,2025-04-28T12:33:29.715992,445.28,3:32:00
3ab647e3-a3eb-4e74-9137-1b421288847b,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.337919,-76.681985)",47.75,-0.6,90.24,abierto,2025-05-03T02:11:29.715992,428.42,6:42:00
8dded0d5-9b05-4824-b4f9-c6c6949c01a0,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.062094,-76.77097)",112.54,1.7,80.3,abierto,2025-04-29T01:22:29.715992,87.55,8:06:00
8975d457-8a53-410f-a01f-7ae285b7fb18,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.355881,-76.625078)",103.88,-4.5,28.78,abierto,2025-04-28T22:20:29.715992,232.49,3:58:00
6a450237-411f-4885-b5c7-267e8e6e4adc,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.012283,-76.640862)",106.44,-8.5,26.99,cerrado,2025-04-30T11:42:29.715992,286.71,8:08:00
af49376d-a13e-4cb0-bef4-dd675a4fccb3,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.199752,-76.106698)",11.49,-4.8,81.06,abierto,2025-05-02T04:40:29.715992,162.34,4:26:00
dc34d3c8-f0dd-492c-a02f-27b43b013a76,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.276243,-76.93249)",101.89,-8.4,20.43,cerrado,2025-04-28T05:57:29.715992,399.6,9:07:00
5756cfbc-bc17-4366-a0fa-dc907da5cbee,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.662317,-76.482332)",110.38,-0.8,36.27,cerrado,2025-05-02T00:48:29.715992,1.69,7:52:00
5b05380e-563c-4e6f-84af-87df68841c10,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.440796,-76.584457)",96.17,6.9,18.37,cerrado,2025-05-01T03:12:29.715992,45.62,3:58:00
1f0d92d0-8018-4ada-87b4-183175449840,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.194014,-76.788333)",76.25,-0.7,72.13,abierto,2025-05-04T22:08:29.715992,452.12,5:07:00
b105b90b-9b12-4cb7-968c-881195359305,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.325543,-76.419262)",114.71,-9.6,64.08,abierto,2025-05-04T12:50:29.715992,119.96,7:34:00
506bfdbf-d1ed-4d37-a72d-c6b74180018d,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.808201,-76.517319)",76.11,-8.6,83.57,abierto,2025-05-04T05:08:29.715992,379.74,6:03:00
d7de3736-85b4-428b-a880-ab1f46b370c3,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.186789,-76.880252)",27.31,-3.0,30.87,cerrado,2025-05-04T00:32:29.715992,386.64,9:20:00
4a9b8b0a-5d98-4782-9104-0ddef237a760,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.223021,-76.183789)",84.56,1.1,59.37,abierto,2025-04-29T19:11:29.715992,422.36,8:30:00
1bad8f8b-db65-4cd3-a401-6538883fee6e,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.143434,-76.361097)",94.24,4.9,18.63,abierto,2025-04-29T12:04:29.715992,199.31,7:41:00
21474c3b-e0f6-4740-b8c7-ff4697983e89,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.519943,-76.280509)",94.75,-0.6,89.97,abierto,2025-05-03T05:04:29.715992,75.44,0:58:00
62d8ee04-2215-48b6-a133-26541a0af137,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.408983,-76.362765)",58.0,-6.8,6.03,abierto,2025-04-28T02:30:29.715992,37.51,9:22:00
7e040678-3363-400d-bc47-3d2e16b36069,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.095401,-76.07928)",0.34,-8.3,41.02,cerrado,2025-04-28T11:17:29.715992,178.94,3:56:00
0136bf0a-4149-4be3-b650-8170502508e8,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.285778,-76.494169)",56.55,5.9,73.62,cerrado,2025-05-01T16:58:29.715992,147.55,9:19:00
f579e2ca-a77c-4193-aede-5baeb0f2abf6,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.960612,-76.509137)",27.47,-7.8,14.36,cerrado,2025-04-28T13:10:29.715992,110.65,8:28:00
c5c313bd-7a4e-4a46-98ea-0e4390981132,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.198606,-76.979224)",10.21,0.9,12.92,cerrado,2025-04-28T20:59:29.715992,292.81,3:06:00
3bf1f938-a5da-4951-aa24-4e28db06ba1a,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.083772,-76.264246)",112.82,-7.9,3.94,abierto,2025-04-30T05:49:29.715992,498.06,6:58:00
1648c700-7b09-4278-8b4b-3c151c1d23e8,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.075481,-76.132068)",84.75,3.6,66.17,cerrado,2025-04-28T09:19:29.715992,349.52,3:29:00
31850f1e-eb33-48c8-a6ff-80473cf1bfb3,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.791883,-76.692324)",25.16,-1.3,95.64,abierto,2025-05-03T13:05:29.715992,60.21,1:00:00
1671d2f2-9149-49e2-83be-1dcf10d3a591,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.251237,-76.287576)",51.49,-0.7,99.49,cerrado,2025-04-30T14:11:29.715992,413.57,9:28:00
ee3fd3cb-86ce-4f0d-895a-c2664be2b97b,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.760321,-76.163981)",60.8,8.5,83.96,abierto,2025-04-30T16:56:29.715992,20.69,7:39:00
cfdbc9e1-b4c0-45da-b1e0-73ab19a431d0,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.889095,-76.443188)",46.1,-1.6,88.94,abierto,2025-04-28T09:28:29.715992,96.86,7:33:00
404254b0-c778-46b9-b2cf-30691081c38f,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.010204,-76.122311)",37.19,-1.3,85.24,cerrado,2025-04-28T14:38:29.716992,107.83,6:15:00
cc0ba6c7-e1b2-4329-bdd5-76722f34e21a,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.790696,-76.266714)",24.64,-5.0,81.7,cerrado,2025-05-02T18:05:29.716992,421.38,4:34:00
02d283df-775c-4dcb-a45e-9b1a3207545a,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.93817,-76.184645)",75.39,-4.5,11.29,cerrado,2025-05-03T01:32:29.716992,185.67,3:21:00
0a4787de-5340-4293-86d0-40a250e8d9f3,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.609228,-76.975994)",23.24,0.2,10.95,abierto,2025-05-03T01:32:29.716992,469.89,7:00:00
749be5ae-ea76-4d46-b4ad-ee64176a61b1,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.93033,-76.200016)",31.25,5.1,78.43,cerrado,2025-04-28T09:51:29.716992,64.84,1:47:00
ef117ace-37e4-4bac-bd37-9a1eaeac9991,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.11456,-76.568922)",63.66,-0.0,37.38,cerrado,2025-05-04T15:36:29.716992,422.31,3:50:00
8c2ecc71-4add-43ea-85a8-f71c0136c208,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.428569,-76.396118)",81.4,8.5,65.85,abierto,2025-05-01T14:45:29.716992,35.44,9:25:00
b752cade-dac1-499f-b94d-a9d14288a641,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.635005,-76.249843)",87.08,-1.7,48.16,cerrado,2025-05-01T09:43:29.716992,82.13,5:52:00
d9fc9229-93ef-4e3b-ae4a-ad441f0688c5,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.964066,-76.274813)",9.55,-7.5,1.39,cerrado,2025-04-30T20:16:29.716992,161.65,0:54:00
487ccd48-50e8-4627-bd59-231c498176d8,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.793698,-76.171517)",37.46,0.6,50.0,abierto,2025-04-30T15:15:29.716992,171.45,4:17:00
e3173b4a-aded-4d83-a8d4-20ca85737101,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.739929,-76.927215)",94.97,7.4,23.91,cerrado,2025-05-04T04:10:29.716992,152.85,6:44:00
034d95e1-6b44-4f01-8017-9c755058952c,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.758794,-76.87922)",99.61,-5.0,9.04,cerrado,2025-05-02T07:25:29.716992,426.45,1:13:00
f1a25bf4-fb73-493e-92bb-2b690a28888f,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.744896,-76.310049)",44.43,-1.4,73.58,cerrado,2025-04-30T20:25:29.716992,461.43,9:48:00
574600bb-8d30-4c21-9bc8-b32bf834b058,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.20649,-76.977305)",22.09,-1.7,33.13,cerrado,2025-05-01T23:13:29.716992,158.17,4:56:00
80b28e81-c38d-421f-b2fd-41b0934c6e7b,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.535816,-76.469284)",6.63,3.4,77.44,abierto,2025-05-01T04:27:29.716992,362.3,8:59:00
4294b9b3-6bf3-4446-a2bf-67346ea22e3e,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.586228,-76.382684)",30.95,-7.9,57.64,abierto,2025-04-28T14:20:29.716992,43.7,1:45:00
a0d7669e-e309-4c33-baf9-f12bbdd03e9b,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.8692,-76.377594)",22.38,5.0,88.78,cerrado,2025-05-03T03:24:29.716992,374.15,9:28:00
bbde8d7d-09bc-46cd-9aa5-c15875d09ba9,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.10276,-76.478287)",48.52,8.8,10.85,abierto,2025-04-29T17:23:29.716992,131.32,6:56:00
133d4b8d-a029-4c9f-a26f-06c7e6293cdb,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.146381,-76.295744)",57.45,-8.9,64.03,abierto,2025-04-28T09:18:29.716992,354.89,2:08:00
d3c05c19-d8ef-40c1-ba01-46103a2a9fc4,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.139887,-76.677675)",35.39,-8.2,57.89,abierto,2025-05-02T03:23:29.716992,258.26,4:32:00
3303fbc1-c2e7-4cbe-8fd0-a4231eb16bef,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.409158,-76.854419)",57.98,9.2,98.79,abierto,2025-05-03T02:19:29.716992,191.44,7:52:00
437f0857-3af0-4c23-a0a6-898ff2b4f9a8,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.136263,-76.046092)",112.94,-5.1,35.27,abierto,2025-04-30T20:41:29.716992,411.32,4:23:00
2599f8f9-e101-47de-9f12-86d7fee140c5,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.344751,-76.219319)",66.53,-0.9,65.34,cerrado,2025-05-04T18:11:29.716992,488.06,5:25:00
566d36a5-9cbd-4bc5-84bf-4cda7c005bdc,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.352352,-76.057884)",70.72,0.5,36.92,cerrado,2025-04-28T17:52:29.716992,309.02,4:06:00
6c635efc-c751-45d1-a5f2-b9158bc96c04,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.234498,-76.332941)",21.54,-3.0,10.15,abierto,2025-05-03T19:04:29.716992,42.36,4:34:00
8f485880-850a-4c67-9bbf-3afe79d250dc,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.677629,-76.65661)",7.35,-7.2,64.07,abierto,2025-04-28T01:18:29.716992,459.7,6:08:00
fe274233-0cec-4472-99d7-7e40bfb8a96e,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.15561,-76.144379)",82.23,-0.8,61.95,cerrado,2025-05-01T19:56:29.716992,435.53,5:38:00
96c6ce01-fcd7-4a7e-af92-1162c5a1cf59,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.941021,-76.608949)",89.26,3.0,58.34,cerrado,2025-04-28T21:18:29.716992,487.13,9:39:00
